no,word
3008,jaringan dirumah lemah otak pas udha stabill barangnyaa soldout _emoticon_ _emoticon_ 
3009,dikasih notif _mentionpemilik_ penuh 2 kali pas pembayaran refresh swing blouse jeans melody blouse croco jasmine mint _emoticon_ penuh perjuangan iya shay _emoticon_ 
3010,ready melody blouse jeans size l jasmine mint white _tanda_titik_ ayo minat dm ajaa yaa sist _emoticon_ 
3011, _mentionteman_ kode unik coba cek history belanjanya kak 
3012,ready segia jasmine white laude _tanda_titik_ freeongkir via shopee iya _tanda_titik_ dkrim bandung 
3013, _mentionteman_ ulang kali _emoticon_ _emoticon_ _emoticon_ panik _emoticon_ _emoticon_ _emoticon_ 
3014, _mentionteman_ shopee kakak perempuan _tanda_tanya_ 
3015,ready swing dress misty l _tanda_titik_ segia jasmine ping _tanda_titik_ white laude _tanda_titik_ shopee 
3016,melodi crocoo xl _tanda_tanya_ 
3017,status orderan pending iya mbak _mentionpemilik_ _tanda_titik_ transfer tkt orderan gagal _tanda_titik_ mohon informasi iya mbak _mentionpemilik_ 
3018, _mentionteman_ nomor ordernya history belanjanya kak lihat situ email _emoticon_ _emoticon_ 
3019, _mentionteman_ dm yaa _emoticon_ 
3020,melody croco blouse swing jeans dung kak _tanda_titik_ msuk krnjang pas habis _emoticon_ 
3021,size m 
3022,kebagian melody blouse _emoticon_ _emoticon_ _emoticon_ 
3023,ready segi 4 jasmine white mint _tanda_titik_ minat dm yaa 
3024,melody blouse croco s minat dm yaa 
3025,ready to booked segia jasmine warna 75 melodi grey m swing tiramisu xl 190 pengiriman jakarta timur cek ig langsung minat terima kasih _emoticon_ 
3026,avail swing blouse benz l moca l + iirb _emoticon_ 
3027,nomor _tanda_titik_ order rincian pesanan mbak ( klik my account web vanilla ) cek emailnya i inbonya masuk spam mbak _mentionteman_ _hashtag_ 
3028,dicari swing dress benz s / lips s melody jeans 
3029,ready soon swing blouse lips xl _emoticon_ _emoticon_ _emoticon_ 
3030,avail swing blouse benz xl salem xl jeans xl moka l tiramisu l 
3031,swing blouse lips size m dm iya 
3032,ready segia jasmine all colour pengiriman jakarta _tanda_titik_ minat dm iya _emoticon_ _emoticon_ 
3033,sisst _mentionpemilik_ trf nomor pesanan terdaftar _tanda_tanya_ 
3034,transfer konfirmasi pembayaran cek email email mbak iya _mentionpemilik_ _mentionteman_ 
3035,please swing salem s _emoticon_ _emoticon_ 
3036,ready jasmine all wrna _tanda_titik_ 
3037,ready segiajasmine all colour swing blouse jeans m benz m moka s melody blouse grey m fuschia l _tanda_titik_ kirim depok shopee 
3038, _mentionteman_ warna mbk 
3039,ready soon swing blouse benz xl lips xl khaki xl melody blouse emerald xl grey xl _tanda_titik_ pengiriman tangerang \ u - u764 
3040, _mentionteman_ salem xl _tanda_tanya_ benz xl _tanda_tanya_ shopee _tanda_tanya_ 
3041,ready swing khaki m iborb melody grey m iborb segia jasmine laude white jarb _tanda_titik_ free ongkos kirim via shopee _tanda_titik_ minat dm iya _tanda_titik_ 
3042,ready segi 4 jasmine success confirm pembayaran _tanda_titik_ dm sissy - sissy 
3043,alhamdulilah terimakasi mbak bantuannya _tanda_titik_ _emoticon_ _emoticon_ _emoticon_ salam _tanda_titik_ kenal iya mbak _mentionteman_ 
3044,melody blouse jeans s m iya 
3045,swing blouse lips uk s jasmine laude dm yaa 
3046,ready soon swing blouse benz l _tanda_titik_ swing blouse tiramisu l _tanda_titik_ moka l 
3047,samasama mbak _mentionteman_ _emoticon_ seneng confirm payment _tanda_titik_ salam kenal _tanda_titik_ 
3048,swing size s m l iya 
3049, _mentionteman_ jasmine laude mbak 
3050,melody size l fuscia emerald m khaki l 
3051,sold out _emoticon_ 
3052,tertawa neng _mentionteman_ order vanilla _tanda_titik_ si bunda diajakin\uff1f\uff1f sebentar lho _tanda_titik_ tertawa 
3053, _mentionteman_ melody blouse xl crocho ready soon 
3054, _mentionteman_ melody croco size xl 
3055,pngen rosie bag jual 
3056,kakak email buka gmna iya _tanda_tanya_ _mentionpemilik_ sut lma order _tanda_tanya_ dpet buka email 
3057,melody black olive dongk _tanda_titik_ 
3058,swing blouse size s _tanda_titik_ dm 
3059,melody sunkis l dusty xl segia jasmine wrna silahkan dm _emoticon_ 
3060,last stock melody dusty xl iya 
3061,konfirmasi pembayaran gagal menerus _tanda_titik_ tetep email masuk _emoticon_ _emoticon_ _emoticon_ 
3062,ready to book swing dress white m 
3063,melodi swing ukuran s kbrin 
3064,swing blouse size s dm 
3065,menunggu besok ah melody blouse nya _mentionpemilik_ _emoticon_ hit run _tanda_titik_ _emoticon_ _emoticon_ 
3066,swing blouse xl dm _emoticon_ 
3067,ready soon segia jasmine warna dm ayo 
3068, _mentionteman_ cek dm 
3069, _mentionteman_ konfirmasi email masuk mbak _tanda_tanya_ email \ u2639\ufe0f 
3070,masi ready melody s srgi katya black hana instan rubi cek ig _emoticon_ _emoticon_ 
3071,keambil orang belanjaan _emoticon_ 
3072, _mentionpemilik_ _tanda_titik_ jastip benz l _tanda_tanya_ 
3073,( jasmine ) laude dusty ping white ready _tanda_seru_ dm 
3074, _mentionteman_ sayang _tanda_titik_ shopee 
3075,ready soon swing blouse in size l _hashtag_ \ u - u764 
3076, _mentionteman_ dm mbak _tanda_titik_ 
3077,avail segia jasmin all colour _tanda_titik_ minat dm iya 
3078, _mentionteman_ xl kakak 
3079,ready segia jasmine warna dm kakak perempuan pengiriman malang 
3080,melody blouse dusty xl silahkan berminat _emoticon_ 
3081,swing blouse tiramisu xl minat dm iya 
3082,ready swing blouse benz / grey sz xl minat lgs cek ig yaa _tanda_titik_ terima kasih 
3083,melody blouse & swing blouse ready all color - ipcs _tanda_titik_ dm now 
3084,melody blouse jeans size s m 
3085,ready swing blouse jeans s minat dm iya 
3086,ready soon melody blouse free ongkos kirim shopee 
3087,kehabisan _emoticon_ 
3088,swing blouse tiramisu s 
3089,stock nya dikit banget _emoticon_ _emoticon_ sold 
3090,swing mokka m ready yaa _emoticon_ _emoticon_ _emoticon_ 
3091,available melody blouse size s segia holand _mentionteman_ _emoticon_ 
3092, _emoticon_ _emoticon_ _emoticon_ 
3093,hai beli 2 melody ragu ukuran m ( grey ) l ( biru muda ) _tanda_titik_ rencananya coba - pas _tanda_titik_ dm iya _tanda_titik_ thanku :) 
3094,ready swing blouse misty size m segia jasmine mint _tanda_titik_ dm iya kakak _emoticon_ 
3095,lepas melody blouse m warna olive dm iya makasi 
3096,swing blouse tiramisu s 185 _tanda_titik_ 000 
3097,"iya pulang ngaji order terlambat sejam langsung sold out - _ - "" "
3098,ready soon melody dusty size l _emoticon_ 
3099,available melody sunkis xl - croco xl swing tiramisu xl - khaki s jasmine dusty ping - laude via shopee _emoticon_ ayo cek ig 
3100,canggih - canggih tangannya _emoticon_ pnya melody olive khaki grey size m dm plis _emoticon_ 
3101,ready soon melodi sunkiss l dusty xl 
3102,cek ig \ u2764\u - u764 
3103,ready hana instan rubi segi katya black _emoticon_ cek ig iya _emoticon_ 
3104,ready melody dusty size xl yaa _tanda_titik_ silahkan cek ig _emoticon_ _emoticon_ 
3105,swingblouse lips size s 
3106,last stok swing blouse moka l _mentionteman_ minat dm _emoticon_ 
3107,segiempat jasmine warna mint tinggal sisa 2 _tanda_titik_ 7 - 7rb _tanda_titik_ minat dm 
3108,swing blouse khaki size l _tanda_tanya_ dm yaa _emoticon_ via shopee _tanda_titik_ terima kasih in advance _emoticon_ 
3109,melody blouse jeans uk xl dm _tanda_tanya_ 
3110, _mentionteman_ ready segi 4 jasmine white mint kak 
3111,segia jasmine white laude dusty ping _emoticon_ _emoticon_ swing blouse moka l benz l ready to book iya ukht _emoticon_ _emoticon_ _emoticon_ 
3112, _mentionteman_ ready segi 4 jasmine white mint kak 
3113,nyabar melody jeans s dm please 
3114, _mentionteman_ blouse nya kakak perempuan 
3115,melody sunkist xl jeans l silahkan dm 
3116,segia jasmine all colour swing blouse moka s melody blouse grey m segia cotton greentea pasmina dvalentino caviar mercy jeans hazelnut _tanda_titik_ kirim depok shopee 
3117,ready jasmine warna iya 
3118,avail swing blouse 7 wrna size s khaki lips thiramisu white misty jeans benz _tanda_titik_ minat cek ig iya pengiriman malang free ongkos kirim via shopee _emoticon_ \ u200d\u2640\ufe0f _emoticon_ 
3119,swing blouse jeans size m melody blouse black size m via shopee 
3120,cari swing blouse size l last stock warna mocca _tanda_titik_ pengiriman jakarta free ongkos kirim shopee iya kak insyaallah amanah 
3121,available office palazo milo size s/m only besok 
3122,segia jasmine jsrb shopee dear _emoticon_ 
3123, _mentionteman_ swing moka xl kakak _tanda_tanya_ 
3124,swing ping xl & melody hijau xl _tanda_titik_ dm plis 
3125,swing putih dm yaa _tanda_tanya_ 
3126,segia jasmine white mint cek ig iya kakak _emoticon_ 
3127,ready segiajasmine all colour minat dm iya 
3128,melody size s dm 
3129,ready jasmine all colour melody black m 
3130,done konfirm pembayaran _tanda_titik_ beli transfer butuh dipakai _mentionpemilik_ 
3131,ready soon swing blouse white s shopee _emoticon_ \ u - u764 
3132,avail swing tiramisu xl melody sunkis xl - croco xl jasmine dusty ping - laude via shopee _emoticon_ ayo cek ig 
3133,ready soon jasmine white 2 mint 2 _tanda_titik_ beli all kena 73/pcs _tanda_titik_ pengiriman tangerang _tanda_titik_ minat dm iya siscanku terima kasih kasih _emoticon_ _emoticon_ 
3134,avail swing melody size xl 
3135,yaelah nungguin yana instan tnyt nongol _emoticon_ _emoticon_ _emoticon_ 
3136,swing putih l dm please _tanda_titik_ 
3137, _mentionteman_ melody dusty xl _tanda_tanya_ 
3138,mbak _mentionteman_ 
3139,huhu 
3140,sould out _emoticon_ 
3141,swing dress jeans khaki lips xl ready soon 
3142,available swing blouse moka s minat dm 
3143,swing ping size m dm 
3144,avail segiempat jasmine all varian swing tiramisu xl swing khaki l melody grey l _tanda_titik_ private message iya _tanda_titik_ 
3145,minat segia jasmine dusty ping mint dm z yaa _emoticon_ 
3146, _mentionteman_ _tanda_tanya_ 
3147,ready soon segi jasmine by vanilla all warna _tanda_titik_ _emoticon_ 
3148, _mentionteman_ dm me please 
3149,swing blouse lips l _emoticon_ _emoticon_ _emoticon_ 
3150,ready melody sunkis size m minat dm 
3151, _mentionteman_ mbak tlong bca dm nya iya _emoticon_ 
3152, _mentionteman_ dung 
3153,iya allah terlambat _tanda_titik_ hiks _tanda_titik_ hiks 
3154,punua melody blouse dm _tanda_titik_ please 
3155, _mentionteman_ shopee mb _tanda_tanya_ 
3156,melody blouse size m jasmine warna laude dm plis shopee ;) 
3157,last stock melody blouse grey size xl _tanda_titik_ berminat silahkan dm yaa _emoticon_ _emoticon_ 
3158,avail swing blouse lips m xl | khaki xl | tiramisu s | moka s ; melody blouse croco m _emoticon_ lsg dm yah kakak perempuan :) 
3159,segia jasmine avail wrna 
3160,swing benz xl melody fuschia xl private message 
3161,swing moka s melody grey m segia jasmine all colour segia cotton greentea segia floresta tiffanya pasmina dvalentino hazelnut caviar jeans mercy _tanda_titik_ shopee kirim depok 
3162,ready soon swing blouse cek ig _tanda_titik_ via shopee _emoticon_ 
3163, _mentionteman_ hy kakak swing blouse xl khaki 
3164,ready mocha l _tanda_titik_ jastip srbu _tanda_titik_ ayo booking \ u2764\ufe0f 
3165,ready soon segia jasmine warna pengiriman jakarta _tanda_titik_ free ongkos kirim via shopee _tanda_titik_ _emoticon_ _emoticon_ _emoticon_ _emoticon_ _emoticon_ 
3166,avail swing moka xl khaki xl tiramishu xl ; melody grey xl 
3167,melody black l pengiriman tangerang 
3168,ready soon segia jasmine warna mint white laude via shopee _emoticon_ 
3169,avail swing blouse 7 wrna size s khaki misty lips thiramisu jeans benz white minat cek ig iya pengiriman malang free ongkos kirim via shopee _emoticon_ \ u200d\u2640\ufe0f _emoticon_ 
3170,jasmine segi 4 ready _tanda_titik_ dm sissy _emoticon_ 
3171, _emoticon_ _emoticon_ jasmine segi 4 ready soon _tanda_titik_ shipping kediri 
3172,swing blouse misty xl dm iya _emoticon_ _emoticon_ 
3173,swing khaki m iborb melody grey m iborb segia jasmine laude white jarb lsng dm iya _tanda_titik_ free ongkos kirim via shopee _tanda_titik_ 
3174,sisa 1 melody dusty xl shopee iya 
3175, _mentionteman_ cek dm iya mbak 
3176,ready soon segia jasmine warna cek ig ayo 
3177,ready to booked segia jasmine warna _emoticon_ pengiriman bekasi 
3178, _mentionteman_ chek ig ku yaa g kebagian 
3179,swing blouse jeans m doong 
3180,melody black dusty sunkist all size xl silahkan dm _emoticon_ _emoticon_ 
3181,melodi blouse uk _tanda_titik_ s dm iya _tanda_seru_ 
3182,sold :( 
3183,cari size s m l swing blouse 
3184,assalamualaikum kak cari swing blouse last stock warna mocca size l pengiriman jakarta insyaallah amanah free ongkos kirim shopee iya kak _emoticon_ _emoticon_ 
3185,melody blouse khaki l 
3186,swing blouse tiramisu s 
3187,melody croco size xl 
3188,swing blouse khaki m 
3189,swing blouse misty m 
3190,melodi blouse black size m 
3191,swing salem s swing benz l melody black s 
3192,ready swing blouse lips xl 
3193,swing blouse benz jeans size s 
3194,minat jasmine warna mint _tanda_titik_ dm yah 
3195,ready soon swing dress moka l & melody grey size xl segia jasmine dustyping laude \ u - u764 
3196, _mentionteman_ swing blouse size s warna jeans benz 
3197,avail swing blouse jeans s melody black s minat dm iya _tanda_titik_ terima kasih 
3198,swing blouse sz l xl warna khaki minat dm yah sist _emoticon_ 
3199,avail warna swing melody blouse segia jasmine nya _tanda_titik_ via shopee _tanda_titik_ langsung cek ig yah ^^ 
3200,melody blouse warna emerald fuschia ukuran s :( 
3201,melody olive black sayy _tanda_titik_ dm pliss _tanda_titik_ _emoticon_ 
3202,swing blouse misty s dm 
3203,avail swing tiramisu xl via shopee _emoticon_ 
3204,ready soon segia jasmine dusty ping mint ladure 
3205,asslamualaikm _tanda_titik_ available swing moka m segia all colors _tanda_titik_ minat dm iya _tanda_titik_ wassalam 
3206,lupa 
3207,please dm melody blouse emerald/sunkis size m via shopee 
3208, _mentionteman_ hai mbak cek ig segiempat jasmine available 
3209,ready soon _tanda_titik_ swing blouse lips xl benz l tiramisu xl _tanda_titik_ via shopee _emoticon_ \ u - u764 
3210,melody emerald black size m dm yaa _tanda_titik_ terima kasih _emoticon_ 
3211,misty xl last stock _tanda_seru_ kehabisan _tanda_seru_ 
3212,[ jasmine ] dusty ping laude white so very ready sissy _emoticon_ \ u2764\ufe0f 
3213,kakak perempuan _mentionpemilik_ email orderannya berhasil enga iya _tanda_tanya_ 
3214,assalamualaikm _tanda_titik_ available swing benz size s melody blouse - black size s _tanda_titik_ minat dm iya _tanda_titik_ 
3215, _mentionteman_ bantu gagal kakak perempuan email 
3216,last stock segia jasmine melody dusty xl 
3217,alhamdulillah transfer konfirmasi _tanda_titik_ mudah - mudahan lancar berkah _tanda_titik_ aamiin 
3218,melody dusty sunkist all size xl ayo dm yaa _emoticon_ _emoticon_ 
3219,alhamdulillah sia sia pantengin komputer alhamdulillah in nungguin _emoticon_ 
3220, _mentionteman_ pending bayar kak bayar status berubah _emoticon_ 
3221,swing blouse warna jeans size s khaki size xl _tanda_titik_ free ongkos kirim via shopee _tanda_titik_ minat dm 
3222,terimakasih _emoticon_ _emoticon_ _mentionteman_ 
3223,avail swing blouse tiramisu moka s khaki xl lips xl _emoticon_ lsg dm yah kakak perempuan :) 
3224,kehabisan deh _emoticon_ 
3225,swing salem size l _tanda_tanya_ dm terima kasih 
3226,keabisaan _emoticon_ _emoticon_ _emoticon_ 
3227,ready to booked swing blouse lips m khaki m benz l ^^ 
3228,melody blouse hitam khaki yaa size xl 
3229, _mentionteman_ mbak hitam khaki size xl beda dikit kokk he 
3230, _mentionteman_ kakak perempuan dusty nya _tanda_tanya_ 
3231, _mentionteman_ melody size xl hitam khaki sayang 
3232, _mentionteman_ black xl kakak perempuan he 
3233, _mentionteman_ khaki hitam size xl kakak melody nya 
3234, _mentionteman_ melody black xl mbak _tanda_titik_ 
3235, _mentionteman_ status orderan cek login website klik assalamualaikum klik akun history order berhasil order iya dear _tanda_titik_ 
3236,swing benz lips tiramisu & khaki size m langsung dm _tanda_titik_ plis 
3237, _mentionteman_ size xl black melody mbak 
3238, _mentionteman_ melody black khaki size xl sayang 
3239,cek ig yuu _tanda_titik_ _emoticon_ _emoticon_ 
3240, _mentionteman_ cek dm mbak 
3241,restock mbak _emoticon_ 
3242,nyabar > > melody jeans s swing white s 
3243,melody blouse size s dm plis 
3244,dm mbak _mentionteman_ 
3245,
3246,share warna blousenya _emoticon_ _emoticon_ 
3247,baguuss bangeet _tanda_titik_ motifnya cantiik _emoticon_ _emoticon_ _emoticon_ 
3248,open jastip iya _tanda_titik_ pengiriman depok bogor \ u - u764 
3249,titip yaa _tanda_titik_ dm \ u263a\ufe0f 
3250,titip beli he _tanda_titik_ dm yah pilihin warnanya he 
3251,ku tunggu kakak _mentionpemilik_ 
3252,milih wrn blouse pas open order _tanda_tanya_ _emoticon_ _emoticon_ 
3253,_emoticon_ _emoticon_ 
3254,web warnanya sayang 
3255,yana instan _tanda_tanya_ 
3256,benerin webnya dagang sedetik langsung heng _emoticon_ _emoticon_ 
3257,dibuka webnya 
3258,down _emoticon_ _emoticon_ 
3259,bengkulu _emoticon_ 
3260,down 
3261,coba _emoticon_ _emoticon_ 
3262,bengkulu palembang iya _tanda_tanya_ jastip _emoticon_ 
3263,yah buka web : _hashtag_ 
3264,yana instan _tanda_tanya_ 
3265, _emoticon_ 
3266,down checkout _emoticon_ 
3267,alhamdulillah _emoticon_ 
3268,iya _emoticon_ _emoticon_ checkout padahl hiks 
3269,kak down banget now watching check out hiks 
3270,apan penuh _tanda_tanya_ _emoticon_ masuk 
3271,web penuh bgtt 
3272,check out _emoticon_ 
3273,jasmine mint dustyping laude dm 
3274,sabar iya kakak perempuan 
3275,alhamdulillah _tanda_titik_ _emoticon_ 
3276,_tanda_titik_ _tanda_titik_ beli yah _tanda_titik_ _tanda_titik_ hihi bingung _tanda_titik_ _tanda_titik_ lumz ready 
3277,alhamdulillah pas lancar langsung 
3278,titip beli dm iya _emoticon_ 
3279,yana instan diupload _tanda_tanya_ 
3280,kakak perempuan _tanda_titik_ _mentionteman_ 
3281,titip dm iya 
3282,yana instan diupload _tanda_tanya_ 
3283,checkout _emoticon_ 
3284,yeay order 
3285,yey 
3286, _mentionteman_ nungguin iya _tanda_tanya_ 
3287,alhamdulillah lancar _emoticon_ 
3288,alhamdulillah _emoticon_ semangat ukhti - ukhti _emoticon_ 
3289,yaa segia jasmine _tanda_titik_ syusah shay _tanda_titik_ dm nitip _tanda_titik_ 
