no,Kalimat Awal,Kalimat Hasil Preproses,Label Awal,Label Exp1,,Label Exp2,,Label Exp3,,Label Exp4,
1391,Warna nya itu aja kak?,warna nya kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1392,Ada ukuran apa aja? @adorableprojects,ukuran _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1393,@sockodestyantissa, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1394,Beji @adorableprojects,beji _mentionpemilik_ ,abaikan,abaikan,true,baca,false,baca,false,jawab,false
1395,Hallo aku line CS jakarta barat dund 😊,hallo line customer service _daerah_ barat _emot_pos_ ,baca,jawab,false,jawab,false,jawab,false,jawab,false
1396,*bagi line,* line ,abaikan,baca,false,baca,false,baca,false,baca,false
1397,ini anti air gaa min? masih gafaham bahan polyster,anti air min _tanda_tanya_ paham bahan polyster ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1398,Tahan air gak ini kak?,tahan air kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1399,Ka cara pesan nya gimana,kakak pesan nya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1400,Ukurannya apa aja ya min???,ukurannya iya min _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1401,Aku di kota karawang ka,kota _daerah_ kakak ,jawab,baca,false,jawab,true,jawab,true,jawab,true
1402,"Make it available in xxl size, please. My bust size is 106 cm :(",memakai it tersedia in xxl ukuran mohon _tanda_titik_ my bust ukuran is _angka_ cm :( ,jawab,jawab,true,jawab,true,jawab,true,baca,false
1403,Kak gabisa bolak balik yah,kak bolak kecewa ,jawab,jawab,true,baca,false,baca,false,jawab,true
1404,Kak ini warnanya apa aja,kak warnanya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1405,uk S utk lingkar dada brp ya sis?..kalo uk M kapan adanya?,uk s lingkar dada iya kakak perempuan _tanda_tanya_ _tanda_titik_ uk m _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1406,Kak kalo bogor order kemana?,kak _daerah_ order kemana _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1407,@adorableprojects cs buat jaktim dong min, _mentionpemilik_ customer service _daerah_ min ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1408,@adorableprojects kec. Ps rebo min, _mentionpemilik_ kecamatan _tanda_titik_ ps rabu min ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1409,Ini waterproof ga min?,waterproof min _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1410,mauuuu,,baca,baca,true,baca,true,baca,true,baca,true
1411,blm ada contact nya..aku di jakarta selatan..,kontak nya _tanda_titik_ _daerah_ selatan _tanda_titik_ ,jawab,jawab,true,jawab,true,jawab,true,baca,false
1412,@indifeb mau inii tapi abis :(, _mentionteman_ inii habis :( ,baca,abaikan,false,abaikan,false,abaikan,false,abaikan,false
1413,@retnoayuwid yaaah pdhl baru kmrn diomongin ya model begini hufft, _mentionteman_ kecewa _daerah_ kemarin dibicarakan iya model hufft ,abaikan,baca,false,jawab,false,jawab,false,abaikan,true
1414,Iyaaa yang ini kaya pnb yg beli di pim ndi 11 12 @indifeb,iya kaya pnb beli pim ndi _angka_ _angka_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1415,Mau minta contact admin depok kec beji dong @adorableprojects,kontak admin _daerah_ kecamatan beji _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1416,Masih ada gak stoknya? Baru liat :(,stoknya _tanda_tanya_ _daerah_ lihat :( ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1417,sis kontaknya bwt malang jatim,kakak perempuan kontaknya _daerah_ _daerah_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1418,Warnnya selain navy ada ga sist?,warnnya navy kakak perempuan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1419,"Ka boleh minta info contact cs nya , aku domisili di tasikmalaya . makasih ka 😊 @adorableprojects",kakak informasi kontak customer service nya domisili _daerah_ _tanda_titik_ terima kasih kakak _emot_pos_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1420,All size atau ada ukuran yang besarnya apa?,all ukuran ukuran besarnya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1421,Endi pilihan warnane @happyaulifia,endi pilihan warnane _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1422,@eduwardmaximillian pengen dibeliin ini buat di pake sakit, _mentionteman_ dibeliin pakai sakit ,abaikan,baca,false,abaikan,true,abaikan,true,abaikan,true
1423,Beli @nindy_nurmalia . Pesen aja,beli _mentionteman_ _tanda_titik_ pesan ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
1424,Ini warna lainnya apak kak?,warna kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1425,Murah @lianamurtiu,murah _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1426,@ridanurhajahd murah, _mentionteman_ murah ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1427,@mumtaznabilla, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1428,Say bisa dropsip ga,sayang dropsip ,jawab,abaikan,false,baca,false,baca,false,baca,false
1429,Minta cs nya yg jaksel dong,customer service nya _daerah_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1430,Minta cs yg di karawang?,customer service _daerah_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1431,minta cs jakarta barat siss,customer service _daerah_ barat siss ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1432,Setia budi,setia budi ,jawab,abaikan,false,baca,false,baca,false,baca,false
1433,Jakarta selatan ?,_daerah_ selatan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1434,Cs surabaya dong min?,customer service _daerah_ min _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1435,ada sletingnya sis?,sletingnya kakak perempuan _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1436,Bagus kok @lilsafn,bagus _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1437,95?? Itu serius apa typo ka 😂 @adorableprojects, _angka_ _tanda_tanya_ serius typo kakak _emot_pos_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1438,Gandaria Utara..Jakarta Selatan?@adorableprojects,gandaria utara _tanda_titik_ _daerah_ selatan _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1439,Maroon nya masih ada ka?,maroon nya kakak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1440,Ka mau pesen 1 dong @adorableprojects,kakak pesan _angka_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1441,Ada warna lain ga kak?,warna kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1442,Mau liat warna lainnya min,lihat warna min ,jawab,baca,false,jawab,true,jawab,true,jawab,true
1443,Ini ada tali panjangnya ga min? @adorableprojects,tali panjangnya min _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1444,"Untuk contac person wilayah kota serang,banten ada?? @adorableprojects",contac person wilayah kota _daerah_ _daerah_ _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1445,Mbak cara mesannya gimana @adorableprojects,mbak mesannya _mentionpemilik_ ,jawab,jawab,true,baca,false,baca,false,jawab,true
1446,Miiiinn keluarin product totebag gambar ariana grande donggg plisssss 😢😢😢,minn keluarkan produk totebag gambar ariana grande mohon _emot_neg_ _emot_neg_ _emot_neg_ ,baca,baca,true,baca,true,baca,true,jawab,false
1447,@adorableprojects di lokasi medan kk..id linenya kk, _mentionpemilik_ lokasi _daerah_ kakak _tanda_titik_ id linenya kakak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1448,Contact Area Tangerang kok gak respon ya ka?,kontak area _daerah_ respon iya kakak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1449,Tas yg ini sampe harga berapa ya,tas harga iya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1450,Ad retsleting nya?,retsleting nya _tanda_tanya_ ,jawab,baca,false,jawab,true,jawab,true,jawab,true
1451,Cara pesen nya gmna kak ?? @adorableprojects,pesan nya gmna kak _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1452,@nadia_habibah, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1453,Kak jawa tengah pemesanan gimana?,kak jawa pemesanan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1454,Cara pemesanan ke kepulauan riau gimana ya ?,pemesanan kepulauan _daerah_ iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1455,cara pemesanan area tangerang selatan gimana  Kak?,pemesanan area _daerah_ selatan kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1456,Baju nya ada gk min yg kyk di model ?,baju nya min model _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1457,Min ada resletingnya atau ndak itu?,min resletingnya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1458,Bagus ni pake ke sekolahan nang? @eka_nainggolan91,bagus pakai sekolahan nang _tanda_tanya_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1459,Law online q kurang percaya nang..lebih baik langsung lihat@velinesihaloho,law online q percaya nang _tanda_titik_ langsung lihat _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1460,Ni mbak ada yang warna item @nechia17,mbak warna hitam _mentionteman_ ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
1461,Kak format pemesannya gmn ya? @adorableprojects,kak format pemesannya iya _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1462,Ada resletingny ga sist,resletingnya kakak perempuan ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1463,Ini pake resletinh?,pakai resletinh _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1464,Cs jawa timur ? @adorableprojects,customer service jawa timur _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1465,Gak ada resletingnya ya?,resletingnya iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1466,Cs cimahi donk ?,customer service _daerah_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1467,Cs malang kak,customer service _daerah_ kak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1468,Kak liat yg ini...@lidyarinaldi2009,kak lihat _tanda_titik_ _mentionteman_ ,abaikan,jawab,false,abaikan,true,abaikan,true,jawab,false
1469,Cs bekasi kak,customer service _daerah_ kak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1470,Cs Kalimantan timur Ada kah ? @adorableprojects,customer service kalimantan timur kah _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1471,Ada UK 35 tak ? @adorableprojects,uk _angka_ _tanda_tanya_ _mentionpemilik_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1472,Nah jd navy kan warnanya ndii @windyaaaaa,navy warnanya ndii _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1473,Kak bagi kontak daerah Serang banten dong @adorableprojects,kak kontak daerah _daerah_ _daerah_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1474,ready ukuran 41?,ukuran _angka_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1475,Ini ya mksdnya yg navy? @andiniaa,iya mksdnya navy _tanda_tanya_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1476,Saya boleh minta cs yg di jakarta selatan ga? @adorableprojects,customer service _daerah_ selatan _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1477,minta cs surabaya/gresik pliss @adorableprojects,customer service _daerah_ _daerah_ pliss _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1478,kak sepatunya warna putih ada?,kak sepatunya warna putih _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1479,"@adorableprojects sist, kalo yg model lain ready ? Kaki Ku mungil bngt soale... Tapi agak lebar", _mentionpemilik_ kakak perempuan model _tanda_tanya_ kaki ku mungil banget soale _tanda_titik_ lebar ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1480,@adorableprojects sepatunya warna putih dong kak, _mentionpemilik_ sepatunya warna putih kak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1481,sepatu model itu ada yg warna putih ga min?,sepatu model warna putih min _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1482,Nomer csr surabaya please,nomor csr _daerah_ mohon ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1483,Sneakernya tersedia warna apa aja?,sneakernya tersedia warna _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1484,iyaa tam haha @tamiazhar,iyaa tam tertawa _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1485,Cs.samarindaa...donk..kalimantan. Timur,customer service _tanda_titik_ samarindaa _tanda_titik_ _tanda_titik_ kalimantan _tanda_titik_ timur ,jawab,jawab,true,baca,false,baca,false,jawab,true
1486,Yang warna putih kapan keluarnya min? @adorableprojects,warna putih keluarnya min _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1487,Masih ada balerina Shoes ga,balerina shus ,jawab,jawab,true,baca,false,baca,false,baca,false
1488,Item ada ga sepatunya?,hitam sepatunya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1489,Kak cs malang?,kak customer service _daerah_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1490,"I got the shoes! Sukaaa banget, thank you for always do your best @adorableprojects ! Sukses selaluuuuu 😘",i got the shus _tanda_seru_ suka banget thang you for do your best _mentionpemilik_ _tanda_seru_ sukses _emot_pos_ ,baca,baca,true,baca,true,baca,true,baca,true
1491,Ok,oke ,abaikan,baca,false,baca,false,baca,false,baca,false
1492,Sepatunya keluar yg putih kapan kak?,sepatunya putih kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1493,"Sis aku sumatra selatan, kontak cs  yg mna ?",kakak perempuan sumatra selatan kontak customer service mna _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1494,"okay, thanks yaa 😊😊",oke terima kasih iya _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
1495,Kak.. minta kontak cs untuk Ambon dong.. tks,kak _tanda_titik_ kontak customer service _daerah_ _tanda_titik_ terima kasih ,jawab,jawab,true,baca,false,baca,false,jawab,true
1496,"Sis aku Jakarta timur, kalo aku mau order Tote bag nya gimana?",kakak perempuan _daerah_ timur order tote bag nya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1497,Kak itu sneakersnya gak ada yang warna putih kah??,kak sneakersnya warna putih kah _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1498,Kak mintak  kontak cs buat  Sumbar dong  kak.. Thnks @adorableprojects,kak kontak customer service _daerah_ kak _tanda_titik_ terima kasih _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1499,yang white dooong,white ,abaikan,baca,false,baca,false,baca,false,baca,false
1500,Sepatunya,sepatunya ,abaikan,abaikan,true,baca,false,baca,false,baca,false
1501,Ieu ge legh ugha tas na @egarks @idham_lutfiana3 @idhamlutfiana,ieu ge legh ugha tas na _mentionteman_ _mentionteman_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1502,Teu hayang @restyaz_  @idham_lutfiana3 @zar_kurniawan,teu hayang _mentionteman_ _mentionteman_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1503,Bagi kontak buat jakarta selatan donk kak,kontak _daerah_ selatan kak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1504,@adorableprojects, _mentionpemilik_ ,abaikan,abaikan,true,baca,false,baca,false,jawab,false
1505,Halo.Mau info utk CS tangerang selatan dong @adorableprojects ? Mksh.,hallo _tanda_titik_ informasi customer service _daerah_ selatan _mentionpemilik_ _tanda_tanya_ terima kasih _tanda_titik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1506,Gakada warna hitam sepatunya kak?,warna hitam sepatunya kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1507,Kak CS bandung selatan apa? Makasiihh,kak customer service _daerah_ selatan _tanda_tanya_ makasiihh ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1508,@haiiniss, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1509,Minta cs jaktim kec kramat jati min,customer service _daerah_ kecamatan keramat jati min ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1510,Ka buwat wilayah jakarta pusat gimana ya ka,kakak wilayah _daerah_ pusat iya kakak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1511,Aku mau pesen gmn caranya ya,pesan iya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1512,Kak cs bandung,kak customer service _daerah_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1513,Kak cs semarang apa?,kak customer service _daerah_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1514,Martina nya bikin warna hitam mengkilap dong..enak tu kyknya buat kerja @adorableprojects,martina nya warna hitam mengkilap _tanda_titik_ enak tu kyknya kerja _mentionpemilik_ ,jawab,baca,false,jawab,true,jawab,true,jawab,true
1515,@nikymiftah, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1516,@novia.rhike, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1517,Ka mau sepatu nya,kakak sepatu nya ,baca,jawab,false,jawab,false,jawab,false,jawab,false
1518,Sepatunya lucu,sepatunya lucu ,baca,abaikan,false,baca,true,baca,true,jawab,false
1519,Min @adorableprojects sepatu  size brp?,min _mentionpemilik_ sepatu ukuran _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1520,Kalo dateng ke store nya langsung bisa?,toko nya langsung _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1521,Ka cs kota tangerang dong😊,kakak customer service kota _daerah_ _emot_pos_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1522,Ka cs tasikmalayaa,kakak customer service tasikmalayaa ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1523,Bisa minta line/WA yang di semarang ga?,line wa _daerah_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1524,Ka @adorableprojects cs untuk medan gimma kak,kakak _mentionpemilik_ customer service _daerah_ gimma kak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1525,Ka @adorableprojects  cs untuk  serang dong,kakak _mentionpemilik_ customer service _daerah_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1526,Ada warna apa aja kitten heelsnya @adorableprojects,warna kitten heelsnya _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1527,kak @adorableprojects cs area malang dong,kak _mentionpemilik_ customer service area _daerah_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1528,Bli ini yok fit @ekasafitrii,beli ayo fit _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1529,"boleh pik, tapi ini blue drue bukan? @opiknovita",pik blue drue _tanda_tanya_ _mentionteman_ ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
1530,Nah itu dh gg tau fit wkkwkw,deh gg fit wkkwkw ,abaikan,abaikan,true,baca,false,baca,false,baca,false
1531,@ekasafitrii itu dh gg tau fit line admin area bli nusra aj fit, _mentionteman_ deh gg fit line admin area beli nusra fit ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
1532,Ka heelsnya ada yang hitam?,kakak heelsnya hitam _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
